Date,Month,Year,Quarter,Time Of Day,Primary Keywords,Secondary Keywords,Long-Tail Keywords,Location,Social Media Source,Media Type,Device Type,Organic_Traffic,Keywords_Ranking,Clicks,Impressions,CTR (%),Average_Position,Backlinks,Domain_Authority,Bounce_Rate (%),Pages_per_Session,Organic_vs_Paid_Traffic_Split (%),Organic_Traffic_Growth_Rate (%),Conversion_Rate (%),Goal_Completions,Average_Session_Duration (sec),New_vs_Returning_Visitors (%),Exit_Rate (%),Top_Landing_Pages,Keyword_Difficulty,CPC_for_Paid_Keywords ($),Indexed_Pages,Mobile_vs_Desktop_Traffic_Split (%),Organic_Revenue ($),Page_Load_Time (sec),Core_Web_Vitals_LCP (sec),Core_Web_Vitals_FID (ms),Core_Web_Vitals_CLS,Social_Shares,Referral_Traffic,Technical_SEO_Errors,Bounce_Rate_by_Device_Mobile (%),Time_to_First_Byte_TTFB (ms)
1/3/23 22:00,January,2023,Q1,Evening,eco-friendly clothing,sustainable activewear,best organic cotton t-shirts in the US,Australia,Instagram,Product page,Desktop,524,47,600,17594,2.56,43.76,56,59,78.26,4.34,61.93,38.31,6.09,294,592,60.38,26.02,Category Page,87.56,3.89,2100,71.02,2300.64,8.94,2.88,804.77,0.1,149,1542,3,25.41,586
1/3/23 23:00,January,2023,Q1,Evening,eco-friendly accessories,ethical fashion brands,eco-friendly clothing for hikers,United Kingdom,Facebook,Image gallery,Laptop,3455,60,1617,35870,1.2,19.92,291,69,32.35,9.17,70.57,17.9,6.4,220,509,70.86,48.49,Category Page,47.92,7.48,2247,50.35,8650.13,6,3.04,741.23,0.26,136,1041,3,38.94,1449
1/4/23 0:00,January,2023,Q1,Night,eco-friendly accessories,athleisure for eco-conscious consumers,sustainable fashion for athletes,Germany,TikTok,Video,Laptop,7049,90,2271,3770,5.97,33.37,52,25,39.49,4.25,99.87,5.21,1.94,453,53,45.98,20.4,Homepage,15.32,4.62,603,56.65,1777.73,6.79,4.47,796.5,0.53,390,3267,10,22.76,1476
1/4/23 1:00,January,2023,Q1,Night,organic cotton apparel,eco-friendly sportswear,eco-friendly clothing for hikers,United States,YouTube,Shorts,Tablet,2929,37,1860,12068,6.02,1.65,815,48,26.96,9.27,87.43,36.91,1.83,470,319,77.11,26.26,Homepage,11.8,8.96,3385,78.71,6996.74,5.51,3.26,811.6,0.72,192,3870,14,46.41,1389
1/4/23 2:00,January,2023,Q1,Night,organic cotton apparel,eco-friendly sportswear,biodegradable outdoor clothing,Germany,TikTok,Product page,Desktop,8398,11,1153,42083,3.65,6.4,644,31,67.72,1.77,64.42,5.1,1.96,437,463,64.4,27.21,Product Page,12.96,1.89,502,77.15,9682.22,6.24,2.89,124.22,0.89,388,2754,2,34.83,955
1/4/23 3:00,January,2023,Q1,Night,recycled fabric dresses,athleisure for eco-conscious consumers,biodegradable outdoor clothing,Canada,Pinterest,Product page,Tablet,9734,14,2776,6883,7.03,21.48,113,64,43.99,4.67,97.13,7.28,11.07,220,39,53.47,48.59,Homepage,83.52,4.21,4231,58.38,2875.32,9.83,4.84,811.06,0.49,56,4221,3,33.98,117
1/4/23 4:00,January,2023,Q1,Night,eco-friendly accessories,eco-friendly sportswear,biodegradable outdoor clothing,Canada,Twitter,Image gallery,Tablet,7763,93,2564,25163,0.72,15.67,941,12,41.77,7.86,95.42,28.39,14.78,329,57,79.11,41.41,Product Page,41.84,9.15,838,86.97,646.36,6.57,4.91,260.18,0.67,24,3416,6,51.68,1332
1/4/23 5:00,January,2023,Q1,Night,vegan leather handbags,eco-friendly sportswear,carbon-neutral activewear,United Kingdom,Snapchat,Blog post,Mobile,5180,57,1321,25201,7.87,22.34,854,85,30.99,2.52,91.92,44.64,6.9,55,189,65.46,14.15,Product Page,89.63,4.48,4266,57.56,7539.04,5.51,1.48,968.96,0.85,43,672,15,16.42,404
1/4/23 6:00,January,2023,Q1,Morning,eco-friendly clothing,eco-friendly sportswear,biodegradable outdoor clothing,United Kingdom,TikTok,Shorts,Mobile,2018,5,244,9768,3.1,24.32,973,40,27.76,6.15,90.11,24.32,12.32,239,228,52.59,31.77,Category Page,27,6.24,1364,81.33,2883.21,2.48,3.72,875.4,0.52,281,2740,7,59.46,741
1/4/23 7:00,January,2023,Q1,Morning,sustainable outdoor gear,athleisure for eco-conscious consumers,biodegradable outdoor clothing,United States,TikTok,Infographic,Tablet,8812,55,1083,25462,3.08,1.24,535,66,27.27,2.29,82,47.07,6.69,221,275,57.33,23.36,Homepage,72.24,5.22,2417,64.31,4613.11,3.42,4.52,558.2,0.22,82,4219,5,28.54,508
1/4/23 8:00,January,2023,Q1,Morning,sustainable outdoor gear,eco-friendly sportswear,carbon-neutral activewear,United States,Instagram,Infographic,Tablet,6751,87,1630,15234,4.61,32.77,368,83,38.43,4.82,86.31,-0.89,2.87,445,523,49.71,17.93,Blog Post,31.86,1.9,3611,59.73,6020.04,5.54,3.37,714.54,1,287,4250,7,61.09,796
1/4/23 9:00,January,2023,Q1,Morning,vegan leather handbags,green fashion trends,where to buy recycled polyester running shorts,United States,YouTube,Shorts,Mobile,7664,53,863,44634,0.84,15.32,137,46,42.34,9.99,71.23,4.17,2.42,259,478,74.73,47.63,Product Page,46.4,6.3,1706,81.3,8171.53,3.26,1.32,570.66,0.22,77,2818,10,45.57,1405
1/4/23 10:00,January,2023,Q1,Morning,eco-friendly accessories,eco-friendly hiking gear,where to buy recycled polyester running shorts,Australia,Snapchat,Blog post,Mobile,4392,67,1313,10585,2.18,7.98,62,42,57.27,9.41,89.02,-0.84,12.41,35,466,50.32,30.42,Category Page,36.77,1.81,1935,78.1,6225.64,1.02,2.97,571.25,0.98,242,1965,17,41.73,824
1/4/23 11:00,January,2023,Q1,Morning,eco-friendly clothing,athleisure for eco-conscious consumers,biodegradable outdoor clothing,Mexico,Instagram,Blog post,Laptop,7198,30,1406,10796,3.59,16.22,296,13,72.97,8.98,66.64,11.09,7.22,480,498,40.23,32,Blog Post,19.49,3.96,3618,88.89,9955.86,4.38,2.29,708.01,0.23,15,60,6,10.55,363
1/4/23 12:00,January,2023,Q1,Afternoon,recycled fabric dresses,sustainable activewear,biodegradable outdoor clothing,Australia,Instagram,Infographic,Tablet,5699,1,2236,17674,1.09,15.82,434,64,58.33,2.3,63.69,4.16,14.17,412,575,76.53,21.9,Product Page,67.12,0.98,723,82.86,6827.05,8.31,3.12,330.5,0.75,91,2496,13,34.87,989
1/4/23 13:00,January,2023,Q1,Afternoon,eco-friendly clothing,athleisure for eco-conscious consumers,carbon-neutral activewear,Canada,Pinterest,Shorts,Mobile,5716,58,664,42913,6.43,6.86,230,33,18.15,7.59,82.36,-9.75,7.07,482,370,51.1,29.94,Blog Post,65.47,7.54,1239,65.33,1194.72,1.52,4.99,256.18,0.27,278,625,4,42.96,682
1/4/23 14:00,January,2023,Q1,Afternoon,sustainable outdoor gear,green fashion trends,biodegradable outdoor clothing,Germany,Twitter,Infographic,Tablet,1660,1,1078,31717,8.42,6.29,61,71,54.9,1.57,51.17,17.46,8.08,474,64,51.91,28.12,Category Page,70.34,4.5,4892,51.98,9936.6,1.24,2.12,331.38,0.58,325,3373,17,55.88,501
1/4/23 15:00,January,2023,Q1,Afternoon,vegan leather handbags,athleisure for eco-conscious consumers,where to buy recycled polyester running shorts,Germany,TikTok,Image gallery,Mobile,1394,34,1698,18088,6.9,4.27,635,18,16.12,1.14,90.65,21.17,0.82,217,89,78.95,30,Blog Post,12.37,3.74,4514,69.94,904.84,9.01,3.29,740.74,0.72,98,1262,5,23.96,743
1/4/23 16:00,January,2023,Q1,Afternoon,eco-friendly accessories,sustainable activewear,best organic cotton t-shirts in the US,United Kingdom,Snapchat,Image gallery,Laptop,3028,23,1942,40076,9.7,4.87,139,55,72.92,4.95,96.54,1.55,9.26,409,157,69.67,26.96,Homepage,26.24,8.55,3039,68.57,9214.68,8.72,1.31,159.17,0.43,330,3301,0,65.35,1399
1/4/23 17:00,January,2023,Q1,Afternoon,eco-friendly clothing,sustainable activewear,sustainable fashion for athletes,United States,Pinterest,Product page,Tablet,7372,61,68,30664,5.84,6.5,830,84,15.29,1.76,73.82,49.49,13.11,273,492,55.18,30.17,Product Page,27.94,2.03,4529,63.02,5491.21,5.36,4.15,821.81,0.63,363,580,14,66.7,1002
1/4/23 18:00,January,2023,Q1,Evening,vegan leather handbags,athleisure for eco-conscious consumers,eco-friendly clothing for hikers,Canada,Facebook,Shorts,Tablet,9123,68,2889,42512,1.12,22.76,440,72,24.95,2.92,80.26,-3.99,10.45,478,438,71.29,11.06,Product Page,60.84,8.81,1065,69.36,576.11,5.48,3.96,409.46,0.64,237,3863,6,55.77,200
1/4/23 19:00,January,2023,Q1,Evening,sustainable outdoor gear,sustainable activewear,carbon-neutral activewear,Australia,Snapchat,Shorts,Mobile,6341,50,2930,49852,9.62,2.6,961,57,74.44,7.07,85.79,41.98,2.9,157,234,76.68,16.32,Homepage,42.72,5.8,1234,87.11,4333.25,2.07,2.24,782.96,0.57,398,4732,1,66.01,964
1/4/23 20:00,January,2023,Q1,Evening,recycled fabric dresses,athleisure for eco-conscious consumers,where to buy recycled polyester running shorts,Germany,Instagram,Infographic,Tablet,6671,71,145,10320,6.98,34.71,430,12,31.12,5.38,95.23,1.57,3.25,17,491,76.81,26.87,Blog Post,37.21,7.42,3565,67.64,5569.4,5.33,1.83,357.38,0.2,105,383,11,58.58,593
1/4/23 21:00,January,2023,Q1,Evening,sustainable outdoor gear,athleisure for eco-conscious consumers,where to buy recycled polyester running shorts,Canada,Twitter,Infographic,Tablet,7079,95,768,35790,7.76,37.39,80,25,63.1,9.04,76.32,46.99,6.84,252,55,56.65,33,Blog Post,70.02,6.2,4110,58.8,246.24,9.25,3.88,566.86,0.58,236,1423,8,25.68,1030
1/4/23 22:00,January,2023,Q1,Evening,vegan leather handbags,eco-friendly hiking gear,biodegradable outdoor clothing,Australia,Snapchat,Shorts,Laptop,8546,60,2381,46730,5.43,17.65,410,30,16.18,5.34,68.46,25.48,4.37,439,106,74.88,34.02,Blog Post,48.32,7.03,4875,55.63,1257.97,2.27,1.26,115.09,0.56,331,4848,10,64.65,1317
1/4/23 23:00,January,2023,Q1,Evening,recycled fabric dresses,green fashion trends,biodegradable outdoor clothing,Germany,Facebook,Product page,Mobile,8171,27,1994,4538,9.83,12.23,351,72,21.27,5.84,99.7,49.32,11.86,141,131,67.16,21.66,Category Page,57.99,9.07,559,78.99,9648.43,2.52,2.22,387.52,0.83,84,944,13,54.39,530
1/5/23 0:00,January,2023,Q1,Night,eco-friendly accessories,sustainable activewear,where to buy recycled polyester running shorts,Australia,TikTok,Video,Mobile,5425,26,621,40892,5.81,20.65,963,27,52.52,3.22,82.89,4.72,11.06,256,416,55.61,30.24,Product Page,47.94,8.35,4481,62.18,8749.76,7.14,2.2,819.55,0.29,451,2473,2,44.91,1303
1/5/23 1:00,January,2023,Q1,Night,organic cotton apparel,eco-friendly hiking gear,best organic cotton t-shirts in the US,United Kingdom,YouTube,Image gallery,Laptop,6103,42,676,1054,0.91,31.99,601,78,60.89,5.97,86.09,34.93,2.61,74,182,68.79,39.33,Category Page,17.04,4.31,1432,81.86,7138.58,5.92,2.12,231.98,0.61,430,483,1,53.7,1362
1/5/23 2:00,January,2023,Q1,Night,organic cotton apparel,athleisure for eco-conscious consumers,where to buy recycled polyester running shorts,United States,Facebook,Product page,Tablet,512,54,2958,40692,1.31,42.65,354,88,32.9,4.07,53.2,42.59,10.44,455,102,65.13,35.69,Category Page,74.1,2.32,1498,78.16,895.49,1.77,1.33,163.97,0.94,233,3519,11,36.59,745
1/5/23 3:00,January,2023,Q1,Night,eco-friendly clothing,athleisure for eco-conscious consumers,eco-friendly clothing for hikers,Australia,Snapchat,Infographic,Laptop,546,89,1152,26245,8.77,18.42,434,41,37.65,8.02,85.41,22.38,10.07,70,167,62.76,39.26,Blog Post,47.26,0.97,2280,50.62,2655.89,1.68,1.15,974.27,0.53,125,870,1,47.49,1106
1/5/23 4:00,January,2023,Q1,Night,sustainable outdoor gear,green fashion trends,sustainable fashion for athletes,United Kingdom,TikTok,Infographic,Laptop,2685,67,2641,40974,4.37,3.62,809,56,61.86,5.2,76.89,-5.39,8.72,187,172,72.09,17.83,Blog Post,44.64,8.56,736,89.3,5554.44,4.07,4.53,281.06,0.2,41,2610,15,14.14,1417
1/5/23 5:00,January,2023,Q1,Night,eco-friendly clothing,green fashion trends,eco-friendly clothing for hikers,Germany,TikTok,Product page,Laptop,4660,7,308,18089,0.79,11.97,636,41,44.91,3.5,61.23,15.49,14.24,433,470,64.73,20.12,Blog Post,36.15,8.8,2555,64.61,8297.61,5.37,4.24,499.77,0.74,370,3850,13,26.37,456
1/5/23 6:00,January,2023,Q1,Morning,vegan leather handbags,athleisure for eco-conscious consumers,carbon-neutral activewear,United States,Pinterest,Product page,Desktop,3920,42,1178,16627,0.6,28.52,270,40,59.38,1.6,79.04,1.55,12.77,392,389,75.86,28.11,Homepage,62.65,7.04,3994,75.75,1254.38,7.36,3.27,355.6,0.92,106,3046,1,65.53,470
1/5/23 7:00,January,2023,Q1,Morning,eco-friendly clothing,ethical fashion brands,carbon-neutral activewear,Canada,TikTok,Shorts,Tablet,5829,32,2046,22040,1.72,18.69,153,88,55.45,7.81,85.22,44.2,12.99,397,38,55.49,41.05,Homepage,70.36,2.8,2073,54.59,5985.79,3.83,3.07,758.55,0.59,236,3700,13,12.1,1453
1/5/23 8:00,January,2023,Q1,Morning,organic cotton apparel,ethical fashion brands,where to buy recycled polyester running shorts,United States,Instagram,Image gallery,Desktop,8025,19,1116,18034,1.82,45.76,676,60,21.63,2.31,68.08,45.42,13.01,316,309,71.84,45.38,Homepage,64.14,3.06,3598,63.36,8908.54,1.86,1.93,839.8,0.7,317,4279,10,21.41,290
1/5/23 9:00,January,2023,Q1,Morning,eco-friendly clothing,ethical fashion brands,where to buy recycled polyester running shorts,United States,Twitter,Shorts,Mobile,1254,74,2844,25342,0.96,8.98,61,87,12.36,5.15,58.02,24.43,10.87,405,343,79.86,19.19,Category Page,80.48,6.15,1659,83.64,848.22,3.1,3.76,635.84,0.38,74,2875,18,15.74,570
1/5/23 10:00,January,2023,Q1,Morning,eco-friendly clothing,eco-friendly hiking gear,eco-friendly clothing for hikers,Mexico,Twitter,Image gallery,Tablet,7063,64,391,32213,3.74,46.52,752,82,15.45,2.15,77.44,34.98,0.98,342,36,60.18,33.02,Product Page,80.68,9.57,3931,70.12,3162.91,5.33,1.12,661.66,0.41,362,2663,8,28.66,725
1/5/23 11:00,January,2023,Q1,Morning,vegan leather handbags,green fashion trends,sustainable fashion for athletes,Canada,Pinterest,Blog post,Mobile,8324,88,87,38836,6.78,15.82,154,15,31.11,9.34,59.52,49.89,9.35,340,298,46.58,13.85,Category Page,36.21,7.39,734,62.14,2088.16,2.32,1.26,160.42,0.72,204,4567,14,67.93,1394
1/5/23 12:00,January,2023,Q1,Afternoon,eco-friendly accessories,ethical fashion brands,biodegradable outdoor clothing,United Kingdom,Twitter,Product page,Mobile,5034,27,2802,8038,4.72,11.19,650,20,71.67,2.52,74.23,9.48,14.64,493,341,65.62,29.95,Blog Post,32.1,3.68,3789,85.77,4544.39,4.24,3.91,736.75,0.51,154,1211,15,38.93,112
1/5/23 13:00,January,2023,Q1,Afternoon,eco-friendly clothing,athleisure for eco-conscious consumers,best organic cotton t-shirts in the US,Canada,Twitter,Video,Tablet,9421,80,1327,33638,3.75,42.81,541,48,48.89,6.72,59.7,30.12,1.37,24,54,76.52,24.69,Homepage,17.53,9.09,619,76.99,8904.76,8.43,4.02,466.86,0.51,377,2911,7,18.86,470
1/5/23 14:00,January,2023,Q1,Afternoon,eco-friendly accessories,ethical fashion brands,biodegradable outdoor clothing,Germany,TikTok,Blog post,Laptop,4956,91,1175,19424,7.17,17.24,696,10,28.1,2.05,98.67,7.65,9.28,333,448,62.98,23.67,Product Page,65.1,5.89,3882,82.66,758.7,1.67,1.52,585.5,0.73,227,455,8,44.61,912
1/5/23 15:00,January,2023,Q1,Afternoon,vegan leather handbags,eco-friendly sportswear,best organic cotton t-shirts in the US,United Kingdom,Instagram,Blog post,Laptop,8119,55,186,47168,1.42,32.25,561,57,37.14,4.8,55.64,44.6,11.15,181,458,65.21,19.93,Homepage,69.29,5.09,917,70.41,8492.32,4.38,3.46,706.45,0.71,497,4304,19,28.29,400
1/5/23 16:00,January,2023,Q1,Afternoon,recycled fabric dresses,green fashion trends,where to buy recycled polyester running shorts,Australia,TikTok,Product page,Desktop,6482,85,2254,8687,6.77,28.69,270,45,73.51,8.38,79.89,4.67,11.48,427,564,68.08,42.42,Category Page,69.59,9.88,4211,50.58,816.9,1.23,2.07,905.34,0.24,65,1084,18,28.01,1134
1/5/23 17:00,January,2023,Q1,Afternoon,sustainable outdoor gear,sustainable activewear,eco-friendly clothing for hikers,Canada,Instagram,Shorts,Desktop,9889,76,2799,21724,5.46,17.15,962,33,78.46,1.29,74.38,-5.88,10.67,37,557,59.79,20.24,Blog Post,40.37,3.78,2575,73.48,7123.3,4.12,3.07,721.08,0.34,26,1812,7,48.26,786
1/5/23 18:00,January,2023,Q1,Evening,recycled fabric dresses,sustainable activewear,sustainable fashion for athletes,Germany,TikTok,Product page,Desktop,9797,5,968,16170,2.45,43.09,796,17,36.76,2.79,94.77,28.05,3.17,263,518,49.9,32.09,Product Page,26.03,8.48,701,69.46,3821.64,4,3.13,295.33,0.12,483,307,2,51.79,317
1/5/23 19:00,January,2023,Q1,Evening,recycled fabric dresses,eco-friendly sportswear,sustainable fashion for athletes,Mexico,Twitter,Image gallery,Mobile,4904,72,2338,17388,6.12,27.48,319,15,76.68,4.01,62.67,24.52,8.39,314,352,69.29,19.17,Product Page,64.92,5.97,1786,86.06,1042.64,3.4,4.85,317.25,0.67,260,1356,6,62.83,1368
1/5/23 20:00,January,2023,Q1,Evening,organic cotton apparel,athleisure for eco-conscious consumers,eco-friendly clothing for hikers,United States,Facebook,Infographic,Mobile,3285,19,63,3968,6.92,24.39,668,16,64.57,3.48,81.51,12.84,5.04,74,170,79.58,26.1,Category Page,11.44,4.33,878,73.07,5617.5,8.18,1.79,891.04,0.1,488,4251,16,53.07,1361
1/5/23 21:00,January,2023,Q1,Evening,organic cotton apparel,eco-friendly hiking gear,carbon-neutral activewear,United Kingdom,Pinterest,Shorts,Laptop,9132,23,130,18925,2.65,23.95,92,70,32.19,8.22,84.07,36.25,2.22,57,420,64.72,17.39,Blog Post,43.78,8.59,704,73.56,9772.12,5.43,4.57,757.44,0.19,19,1643,13,52.49,1188
1/5/23 22:00,January,2023,Q1,Evening,organic cotton apparel,ethical fashion brands,biodegradable outdoor clothing,Canada,Snapchat,Blog post,Desktop,5216,31,748,16600,5.52,13.37,513,64,18.05,7.02,66.02,25.24,10.55,82,202,79.74,49.33,Product Page,74.31,3.58,3049,77.29,9837.42,6.66,2.67,424.31,0.62,363,4698,15,28.1,732
1/5/23 23:00,January,2023,Q1,Evening,eco-friendly accessories,eco-friendly hiking gear,sustainable fashion for athletes,Germany,Facebook,Blog post,Desktop,4635,61,1655,31645,4.91,20.14,859,60,29.94,6.16,58.26,49.16,2.5,263,218,75.05,16.85,Homepage,19.71,2.47,3463,55.28,2835.43,3.96,3.31,815.11,0.12,157,183,17,19.35,511
1/6/23 0:00,January,2023,Q1,Night,recycled fabric dresses,eco-friendly hiking gear,eco-friendly clothing for hikers,Mexico,Snapchat,Blog post,Mobile,5616,10,2783,27776,2.22,11.67,583,62,19.34,5.27,75.01,8.18,11.96,90,421,46.9,43.17,Product Page,72.16,3.72,3532,73.32,9530.37,2.36,2.44,346.22,0.77,151,773,9,40.07,468
1/6/23 1:00,January,2023,Q1,Night,eco-friendly accessories,sustainable activewear,carbon-neutral activewear,United States,YouTube,Product page,Tablet,621,40,438,41881,0.51,19.95,250,15,49.64,1.12,50.78,47.97,8.3,320,275,77.67,42.01,Homepage,53.01,4.21,4826,72.7,6506.16,1.98,1.1,743.11,0.44,314,4716,3,24.35,1248
1/6/23 2:00,January,2023,Q1,Night,eco-friendly clothing,sustainable activewear,best organic cotton t-shirts in the US,Canada,Instagram,Video,Desktop,6459,90,2039,21598,6.24,41.27,722,42,19.53,3.06,75.25,14.12,0.75,81,589,52.22,12.85,Blog Post,41.06,0.7,4880,79.07,6358,8.54,3.29,883.23,0.21,191,3124,14,19.32,840
1/6/23 3:00,January,2023,Q1,Night,recycled fabric dresses,sustainable activewear,where to buy recycled polyester running shorts,United Kingdom,Instagram,Shorts,Desktop,2167,16,2136,31711,5.41,37.35,918,19,75.21,5.95,60.64,-4.14,13.91,112,251,49.01,10.57,Blog Post,88.95,0.6,3814,70.56,3167.48,8.06,2.55,201.41,0.47,365,1798,6,64.25,1129
1/6/23 4:00,January,2023,Q1,Night,sustainable outdoor gear,eco-friendly hiking gear,biodegradable outdoor clothing,Germany,YouTube,Shorts,Desktop,2024,34,1826,28490,2.94,6.33,957,55,68.29,6.28,96.32,1.51,10.6,299,240,62.18,43.89,Homepage,68.92,8.39,894,72.14,4042.46,9.97,4.01,191.76,0.74,226,1960,11,24.06,1132
1/6/23 5:00,January,2023,Q1,Night,sustainable outdoor gear,green fashion trends,best organic cotton t-shirts in the US,Mexico,Instagram,Infographic,Tablet,1109,12,891,23569,1.33,20.24,590,59,62.98,9.16,80.76,49,14.89,376,254,51.83,24.97,Homepage,37.22,9.63,2605,69,7975.46,9.07,4.92,113.28,0.14,49,3762,18,56.58,1417
1/6/23 6:00,January,2023,Q1,Morning,sustainable outdoor gear,ethical fashion brands,sustainable fashion for athletes,Canada,Twitter,Infographic,Desktop,2244,3,2294,38984,6.25,4.29,237,63,15.6,6.19,96.37,16.19,14.5,105,140,67.54,46.93,Product Page,87.99,6.84,1717,56.03,8640.13,4.78,3.2,259.14,0.76,485,377,16,34.95,979
1/6/23 7:00,January,2023,Q1,Morning,recycled fabric dresses,eco-friendly hiking gear,best organic cotton t-shirts in the US,Germany,Facebook,Product page,Desktop,5110,47,2543,37640,3.14,34.3,509,24,58.33,5.25,81.3,40.27,2.26,263,272,79.91,14.78,Homepage,43.78,0.7,1737,82.64,9073.09,4.47,1.79,570.55,0.93,66,2493,15,68.69,649
1/6/23 8:00,January,2023,Q1,Morning,eco-friendly clothing,athleisure for eco-conscious consumers,sustainable fashion for athletes,Canada,Twitter,Blog post,Mobile,9610,23,1928,38542,1.08,37.96,140,38,11.34,5.56,77.29,29.78,5.9,363,166,49.06,27.29,Blog Post,82.39,9.35,2363,80,3283.43,9.6,4.11,353.3,0.3,428,2261,6,48.46,157
1/6/23 9:00,January,2023,Q1,Morning,eco-friendly accessories,athleisure for eco-conscious consumers,where to buy recycled polyester running shorts,United States,TikTok,Video,Mobile,2895,5,1860,17941,7,30.87,312,35,76.37,7.99,54.22,18.04,2.31,426,187,70.18,32.73,Blog Post,21.62,2.99,1090,58.29,2121.69,5.8,1.45,999.57,0.79,379,1788,13,63.85,300
1/6/23 10:00,January,2023,Q1,Morning,organic cotton apparel,sustainable activewear,best organic cotton t-shirts in the US,Germany,Facebook,Blog post,Tablet,5615,82,2390,25499,9.33,34.89,308,46,61.85,7.33,79.69,37.11,11.25,84,191,45.83,13.58,Product Page,20.32,0.51,2540,69.93,7099.02,8.74,2.34,757.44,0.18,89,4277,8,52.32,676
1/6/23 11:00,January,2023,Q1,Morning,recycled fabric dresses,eco-friendly sportswear,carbon-neutral activewear,United Kingdom,Instagram,Product page,Laptop,6175,21,824,1310,2.8,44.88,462,70,46.87,7.55,89.96,-4.04,8.39,421,243,47,43.31,Blog Post,31.07,6.76,3883,81.42,9721.46,2.4,4.07,898.88,0.15,144,246,2,69.49,881
1/6/23 12:00,January,2023,Q1,Afternoon,eco-friendly clothing,ethical fashion brands,best organic cotton t-shirts in the US,United Kingdom,Facebook,Product page,Tablet,5268,27,2974,48836,7.65,38.69,115,58,40.94,4.24,89.44,38.41,1.24,38,482,48.03,19.44,Category Page,41.13,3.82,896,85.44,6760.85,8.06,4.73,605.13,0.39,418,1861,10,11.19,942
1/6/23 13:00,January,2023,Q1,Afternoon,sustainable outdoor gear,green fashion trends,carbon-neutral activewear,United Kingdom,Instagram,Shorts,Tablet,3649,15,1171,3065,6.88,46.75,603,85,66.18,5.33,75.7,24.63,12.85,165,560,43.59,44.39,Product Page,39.35,1.66,1897,54.47,5001.49,6.52,4.87,711.49,0.92,371,789,8,40.26,1132
1/6/23 14:00,January,2023,Q1,Afternoon,eco-friendly accessories,ethical fashion brands,sustainable fashion for athletes,Mexico,YouTube,Infographic,Laptop,5589,73,474,35503,9.93,22.92,863,74,28.04,6.55,90.85,32.77,6.83,112,79,51.24,10.9,Blog Post,83.36,6.91,1482,74.89,2498.4,4.97,1.56,840.96,0.57,100,1647,17,43.93,738
1/6/23 15:00,January,2023,Q1,Afternoon,organic cotton apparel,sustainable activewear,sustainable fashion for athletes,Canada,Facebook,Blog post,Mobile,4484,5,723,16567,9.84,47.26,268,76,49,1.38,51.27,-8.47,2.59,218,467,69.21,49.33,Product Page,31.31,3.32,3074,52.14,9451.17,4.41,3.86,376.14,0.44,341,3084,1,50.03,1308
1/6/23 16:00,January,2023,Q1,Afternoon,vegan leather handbags,sustainable activewear,where to buy recycled polyester running shorts,Canada,Facebook,Blog post,Mobile,7054,77,1410,1375,1.4,14.81,188,25,12.96,6.89,90.32,-8.11,4.08,219,115,77.7,49.76,Product Page,59.3,1.92,1667,76.99,9349.73,4.71,2.65,566.78,0.89,414,4530,15,37.89,1346
